[000:00] 那今天的分享了
[086:30] 生命周期
[086:30] 虚实图呢
[086:31] 去做了这样一个
[086:32] 细致的拆解
[086:34] 在这个虚实图当中
[086:35] 大家可以看一下
[086:36] 左边呢是Necti
[086:37] 这个内幕
[086:37] 25%
[086:38] 头部25%的
[086:40] AZEN生命周期
[086:40] 虚实图
[086:41] 右边呢是Bottom
[086:42] 25%的AZEN
[086:43] 那么可以明显的看到
[086:45] 在这样一个
[086:46] 类目当中的话
[086:47] 头部AZEN
[086:48] 25%的AZEN
[086:49] 它在第17
[086:50] 和第30个月
[086:51] 达到了两次
[086:52] 销售峰值之后呢
[086:53] 它依然在有
[086:54] 它的一个高峰
[086:56] 出现在36个月以上的
[086:58] 这样一个维度上
[087:00] 但是的话
[087:00] Bottom AZEN的话
[087:01] 我们可以看一下
[087:02] 在第14个月
[087:04] 和第26个月
[087:05] 达到它的销售峰值之后呢
[087:07] 它就开始出现了
[087:08] 一个下滑的趋势
[087:09] 那这类型的产品
[087:10] 会发现啊
[087:11] 它的这个头部AZEN
[087:12] 相对于尾部AZEN来讲
[087:13] 它的生命周期呢
[087:14] 大概是能够长
[087:15] 1.2倍之久
[087:17] 那么头部AZEN
[087:18] 在这个过程当中
[087:19] 它们到底
[087:20] 做了哪些事情
[087:21] 我们还是细拦到
[087:23] 
[087:23] 头部AZEN
[087:24] 在三个阶段
[087:25] SP以及
[087:26] SB的一个参与度的
[087:28] 一个数据上
[087:28] 那在这一组数据当中呢
[087:30] 我们可以看一下
[087:30] 这组数据呢
[087:31] 它有个很大的特点
[087:32] 是什么
[087:33] 大家可以看一下
[087:34] 新品期是不是发现
[087:35] 有一个特别亮眼的数字
[087:37] 对吧
[087:37] 19.5倍
[087:38] 于尾部AZEN
[087:40] 在点击量上
[087:41] 那这个部分的话
[087:42] 是我们看到在新品期
[087:44] 它尤其做的好的一个地方
[087:45] 那么这一点的话
[087:46] 会发现什么点呢
[087:47] 会发现说
[087:49] 我们再结合旁边的这个CPC
[087:51] 可以看一下
[087:52] CPC的话
[087:53] 是不是在一开始
[087:54] 它都是以0.9倍于尾部AZEN的
[087:58] 这个出价来去出
[087:59] 那我们就会发现
[088:01] 它其实在一开始
[088:02] 它并没有去快速的去拉曝光
[088:04] 反而呢
[088:05] 去通过提高点击量
[088:07] 来去提高整体的一个投放的效率
[088:10] 通过提高点击量的方式
[088:13] 来去达到一个比较好的一个转化率
[088:15] 那么从而去给自己去
[088:17] 做一些早期的健康的
[088:19] 这样一些广告数据的表现的积累
[088:21] 那么从成长期开始
[088:23] 我们会发现
[088:24] 它在早期积累的这些数据
[088:26] 开始出现
[088:27] 呈现出来一些质的变化
[088:29] 那么具体就变化
[088:30] 在第一个我们可以看到
[088:31] 在点击和曝光上
[088:33] 都有非常明显的上升
[088:35] 并且在这个阶段
[088:37] 转化率开始持续拉高
[088:39] 那么在这个阶段的同时的话
[088:41] 他们也在去结合SB的投放
[088:43] 来去帮助自己呢
[088:45] 去做一些更大范围的流量的获取
[088:47] 那么到了成熟期
[088:49] 我们会进一步的发现
[088:50] 不管是点击也好
[088:51] 曝光也好
[088:52] 它的整体的这样一个
[088:54] 呈现的一个趋势呢
[088:55] 是一个明显一个非常大的一个变化
[088:58] 所以整个从它的一个新品期
[089:00] 到成长期到成熟期
[089:02] 三个阶段的数据呢
[089:03] 我们会发现一个核心的点
[089:05] 是在于说
[089:06] 头部Ason
[089:07] 他们采用的
[089:08] 其实是一种以精准
[089:09] 高效突围的方式
[089:11] 在这个市场上
[089:12] 去打开自己的局面
[089:13] 那么在中后期
[089:15] 在成长期和成熟期呢
[089:16] 去介绍关联的品类
[089:18] 来去做自己的一个产品的爆发
[089:21] 那为什么这么讲呢
[089:22] 是因为我们也同步去看了一下
[089:24] 在这个市场上的一个
[089:26] 整体的品牌集中度的情况
[089:28] 那么会发现说
[089:29] 整体前面的五个品牌的点击量的话
[089:32] 它的占比呢
[089:33] 是能够达到60.83的
[089:35] 那就说明了
[089:36] 在这个类目下的话
[089:37] 它的一个头部的集中度的话
[089:39] 还是相对比较集中的
[089:40] 所以在这样一个头部
[089:42] 相对集中的一个情况下的话
[089:43] 我们进一步的去拆解
[089:45] 到了广告数据上来看
[089:46] 我们就会发现说
[089:47] 那么他们在前期的话
[089:49] 用的就是一个
[089:50] 精准高效突围的策略
[089:51] 那么到了中后期呢
[089:52] 去借助SB
[089:53] 以及其他的关联品类呢
[089:55] 来帮助自己去做一个
[089:57] 快速的成长和爆发
[089:58] 那具体怎么去
[090:00] 把这个精准高效突围
[090:02] 和借助SB
[090:32] 里面的中心的核心的核心
[090:34] 里面的核心词上面的话
[090:35] 我们出席可能确实里头
[090:36] 广告价格的话
[090:37] 进行价价比较贵
[090:39] 但是呢
[090:40] 我们又想要前期新品期
[090:41] 能够有订单
[090:43] 能够给我们带来排名的一个提高
[090:45] 那么我们就可以考虑的
[090:47] 用到以下的这种广告结构
[090:48] 第一个的话呢
[090:49] 就是商品广告里面
[090:50] 我们关键词呢
[090:51] 其实我们可以聚焦一些
[090:54] 常委的这种关键词上面
[090:56] 因为常委关键词上面的话呢
[090:57] 它包含了一些具体的
[090:59] 可能是材质呀
[091:00] 颜色
[091:01] 包括P's数量
[091:02] 比如说以太为例的话
[091:03] 它可能比如说需要
[091:04] 6P's或者4P's
[091:06] 需要这种彩色的
[091:07] 或者印花的
[091:08] 还是不印花的
[091:09] 还有呢
[091:09] 这种各种的颜色
[091:11] 或者纯色呀
[091:12] 还有说是有这种
[091:13] 混色搭配
[091:14] 对吧
[091:14] 都是可能顾客
[091:16] 在所有随便可能会出现的词
[091:17] 所以在这部分的话
[091:18] 我们布局这种常委词的一个流量
[091:20] 那么再往下来看的话呢
[091:22] 我们也得去布局一下
[091:24] 关联的一个使用场景
[091:26] 因为顾客的话呢
[091:27] 买这个领带
[091:28] 它不过单独去
[091:29] 为了带这个领带
[091:30] 而买这个领带
[091:30] 它是为了比如说去适配
[091:32] 比如说我要穿西服
[091:33] 所以有可能会去带这个领带
[091:35] 所以呢
[091:36] 我们也可以去考虑
[091:37] 比如说打一些
[091:38] 适配的一些使用场景词
[091:40] 那往下来去看的话呢
[091:41] 商品推广里面
[091:42] 我们可以放到35%的预算的话呢
[091:45] 放到这种关联的一个场景
[091:46] 来去做一个上下游
[091:49] 能够组合搭配产品的一个投放
[091:51] 我们可以比如说投放到
[091:52] 这种西服呀
[091:54] 或者说领带夹
[091:55] 以及呢就是这种能够组合搭配的
[091:58] 其他的一些使用场景里面去
[091:59] 借助关联流量的话
[092:01] 带动一个产品的一个订单提高
[092:03] 这个逻辑点的话
[092:04] 其实跟我们平常的话
[092:06] 在去线下购物商场一样
[092:08] 就是你去了线下之后
[092:09] 你会发现
[092:09] 今天你挑个衬衣
[092:11] 那营业员的话
[092:12] 他一定不会是单独
[092:13] 给你只拿这件衬衣
[092:14] 他还会随手拿一个领带过来
[092:16] 对吧
[092:16] 当你一去穿完完成之后的话
[092:17] 他会跟你说
[092:18] 发现你真的很适合呀
[092:19] 对吧
[092:20] 这个衬衣配这个领带
[092:21] 一高兴的话
[092:22] 就是铃带和一费一起买
[092:23] 所以呢我们再去做这种类型产品以后呢
[092:26] 尤其是这种配置款
[092:27] 一定要注重这种关联流量和布局
[092:29] 同时呢
[092:30] 10%的话
[092:31] 我们可以放到这种网络里面
[092:33] 给我们去抓取一下
[092:34] 我们之前没有看到的一些
[092:36] 比如说上海周边的一些产品
[092:38] 那些AZEN
[092:39] 包括一些关键词
[092:41] 如果确实效果好的话
[092:42] 我们可以继续搭到我们的手中投放里面
[092:45] 来去做个投放
[092:45] 但在这个阶段里面的话
[092:47] 也会适当分配一小部分的预算的话
[092:49] 放到这个品牌推广里面
[092:51] 我们去测试一下
[092:52] 我们出席这个素材
[092:53] 如果素材OK的话呢
[092:54] 其实是为我们成长期发力去做准备的
[092:57] 那么我们来看一下成长期
[092:58] 成长期里面的话
[092:59] 我们重点的布局方向
[093:01] 就是商品加商品牌这块
[093:03] 双人驱动来去做一个业务的增长了
[093:06] 那么里面的话呢
[093:08] 其实在第一个阶段里面
[093:09] 我们已经抓取到了一些好的关职
[093:12] 那在这个阶段里面的话
[093:13] 这些词我们要尽可能把它做到更好前的这坑位
[093:16] 那同时的话呢
[093:17] 在商品页面里面的话
[093:19] 投放里头我们也得去关注一下
[093:22] 就像咱们
[093:22] 秦敏记者们跟他说到的
[093:24] 关联品的这个投放
[093:25] 同时呢
[093:26] 竞品之间页面来回去挑转的话
[093:29] 这个也是我们需要关注的
[093:31] 因为尤其是顾客挑选这种配饰类型的产品之后
[093:34] 他可能会来回之间互相多去看一看
[093:37] 找自己最喜欢的一个
[093:38] 所以呢
[093:39] 我们在竞品上进的商品页面
[093:41] 也需要重点去关注一下
[093:42] 同样品牌推广里面
[093:44] 能够进一步的话
[093:45] 把我们整个这个系列做到全色系的一些
[093:49] 比如说呈现
[093:50] 包括呢
[093:51] 我们也可以考虑引到期间店里面
[093:53] 比如说我们期间店的话呢
[093:55] 如果是某一个二G面
[093:57] 专门是有呈现出来
[093:59] 比如说我们各种的中款
[094:00] 是一个领带
[094:01] 对吧
[094:01] 又配上我们的一些视觉
[094:03] 素材的营销
[094:04] 其实品牌推广的话
[094:06] 也是能够给我们做一个进一步
[094:08] 拉高订单量
[094:09] 同时变相拉升我们客单价
[094:11] 因为顾客他同时购买的时候
[094:13] 他可能不是买一个
[094:14] 或说他不是买一个SKO
[094:16] 他可能是这个SKO喜欢
[094:18] 领带和领节可能都喜欢
[094:21] 如果我们这个鞋链里面
[094:22] 比如说还有这个领带夹
[094:23] 是不是布局完成之后
[094:25] 他可能一批次都买了
[094:27] 所以能够变相拉高我们的一个客单价
[094:29] 所以拉高客单的话
[094:30] 并不一定有时候往往是直接提高你的售价
[094:33] 你可以尝试呢
[094:35] 让顾客一次轮延产生多次的购买
[094:38] 提高这个顾客的一个
[094:40] 算是每一币订单的一个消费金额
[094:43] 那么展示广告里面的话
[094:45] 我们可以去尝试投放一下这种关联品位
[094:48] 但是没有购买过领带的用户
[094:51] 来去做一下关联的需求的投放
[094:53] 同时呢
[094:54] 自动广告里面的话
[094:55] 在这个成长期里面
[094:56] 还有必要去保留
[094:58] 所以我们也会分配个10%
[094:59] 继续给我们去找一些拓展词的数据
[095:03] 同时呢
[095:04] 一些我们之前没有发现的关联那些A3
[095:07] 那再往后
[095:08] 在成熟期里面
[095:09] 重新呢
[095:10] 我们就主要是以这个利润换户成合了
[095:13] 因为什么呢
[095:13] 这种无界性的工联配市款的话
[095:16] 净品他有抽呢
[095:17] 在这个阶段里面
[095:18] 可能也会去来加大对于我们的一个品牌的一个投放
[095:23] 那么我们的主阵地的话
[095:25] 其实重点的话
[095:26] 就要去做好这个防守
[095:28] 那么防守里面
[095:29] 我们来看一下这个架构啊
[095:30] 关键词的话里面
[095:31] 我们可以放到30%
[095:33] 主要的一些核心词
[095:34] 我们得卡住位置之后
[095:35] 做到更多的品牌词的一些覆盖
[095:38] 防止呢被精品接流
[095:39] 我现在有些卖家的话
[095:40] 可能再去
[095:41] 就是前来去搜索的时候
[095:42] 搜索了一下
[095:43] 比如说自己的品牌名字
[095:44] 会发现
[095:45] 哇塞
[095:45] 看到的不是你自己的广告贝
[095:47] 反而是精品的
[095:47] 那火都已经烧到自己家后院了
[095:49] 所以千万不要穿这种情况
[095:50] 所以在成熟期里面的话
[095:52] 我们要做好这个品牌词这个防守
[095:54] 那么再来往下来去看的话呢
[095:56] 保持一种高长尾词的这种转化
[095:59] 同时可以用到品牌推广合集
[096:02] 那么品牌推广合集里面的话呢
[096:04] 其实刚才也跟大家说到过
[096:05] 里面因为我们可能能够有比较多的这种的系列
[096:09] 比如说领带啦
[096:10] 领带夹啦
[096:11] 还有呢就是领带
[096:13] 领带结
[096:14] 蝴蝶结这种类的一个样子
[096:16] 所以呢我们其实可以同时的话
[096:18] 向顾客呢
[096:19] 一下展示我们多个系列的产品
[096:22] 所以推广合集的话
[096:23] 在这部分的话
[096:24] 既维持我们自己的一个品牌词上的曝光
[096:28] 也同时呢展示出来我们多个系列的产品
[096:31] 那么商品推广里面的商品投放呢
[096:33] 我们可以放到15%
[096:35] 就是手注呢
[096:36] 买期服配领带的这个入口
[096:39] 其实也是重点去锁定一下关联的品牌
[096:42] 关联品牌
[096:43] 同时因为我们在这个里面的话呢
[096:45] SKU也比较多
[096:47] 我们可以优先去考虑
[096:48] 把我们主要去推广引流的这个SKU
[096:52] 而是用我们的其他的SKU的话
[096:54] 来定投到我们自己下方
[096:55] 做好我们自己验机的一个流量币环
[096:58] 那么在第四个呢
[097:00] 就是展示广告
[097:01] 展示广告
[097:01] 可以放到15%预算的话呢
[097:03] 定向已构的顾客呢
[097:05] 给他推送其他的一些色系
[097:07] 因为呢
[097:08] 他这里面的话
[097:09] 肯定也对于其他色系的话
[097:10] 会有一些薛球
[097:11] 所以呢
[097:12] 我们可以让我们其他的一些色系的话呢
[097:15] 也是产生更多的一个複构
[097:17] 同时也可以
[097:18] 比如说我们做一些
[097:20] 就是人群调研
[097:22] 来去触达一些买过西装的用户
[097:25] 因为买过西装的话
[097:26] 他肯定是需要配上我们这个Nestide的
[097:29] 所以呢
[097:29] 我们也可以去接触到展示广告的话
[097:31] 把这种关联流量的一个场景
[097:33] 来是做一个防守
[097:34] 那么当然的话呢
[097:37] 三阶段我们也能够看到啊
[097:38] 品牌推广合集里边的话呢
[097:40] 他也有以下几个比较好用的特点
[097:43] 那我们也可以请呢
[097:44] 淳言老师的话
[097:45] 为大家来去介绍一下这个功能
[097:47] 因为确实是
[097:48] 我们也看到了非常多的服饰品类的卖家
[097:51] 他们其实在做投放的时候
[097:53] 像比如说就那个泰维利
[097:55] 那他也存在着不同的颜色对吧
[097:57] 可能因为很多时候大家买西装的时候
[098:00] 尤其是西装领带的时候
[098:01] 他可能有蝴蝶结的
[098:02] 然后这是不同款式的
[098:04] 但他有不同颜色的
[098:06] 有可能他有好几套西服
[098:07] 他需要买多种颜色的
[098:09] 但是的话
[098:09] 我们再去进行广告投放的时候
[098:11] 卖家之前的一个普遍的困扰呢
[098:13] 就是在于说
[098:14] 我不知道我到底用哪个颜色
[098:17] 哪个款式去投放是最高效的
[098:19] 因为他不知道今天去搜了我的这个产品的消费者
[098:23] 因为他只会搜领带
[098:24] 但这个领带的话
[098:25] 消费者他可能有很多不同的
[098:27] 比如他会有颜色的需求
[098:29] 他有款式的需求
[098:30] 有尺码的需求
[098:31] 但是的话
[098:31] 我们没有办法知道的是
[098:32] 我们这么多的遍体当中
[098:34] 到底哪一款式能够打到这个消费者的心
[098:36] 心尖尖上的
[098:37] 也是最适合他当下的需求的
[098:39] 那所以说现在的话
[098:41] 就品牌合集
[098:41] 它是过去的品牌推广
[098:44] 商品级的一个升级
[098:46] 那么是在原有的这个商品级的基础之上
[098:48] 升级为了合集
[098:50] 那这个合集的话
[098:51] 他有两种投放方式
[098:52] 第一种投放方式
[098:53] 叫做自动合集
[098:54] 什么叫自动合集
[098:55] 就是说
[098:56] 你不需要再去选择
[098:57] 自己到底要选哪些
[098:59] A-SEN去进行品牌推广的
[099:01] 这个合集的投放了
[099:03] 那系统的话
[099:04] 会自动的去匹配消费者的需求
[099:06] 和你的A-SEN的情况
[099:07] 来从你的整个店铺当中
[099:09] 去找适合于当下
[099:11] 这个消费者
[099:12] 他的一个最需要的一个需求的
[099:14] 一些A-SEN
[099:14] 那么呈现在他的面前
[099:16] 也就是说
[099:16] 大家可以理解一下
[099:17] 那这个时候其实就是利用的是
[099:19] 亚马逊的一个AI
[099:20] 来去和大数据
[099:21] 来去匹配这个消费者的需求
[099:23] 所以你不需要再选哪个商品了
[099:25] 那当然的话
[099:26] 卖家如果说
[099:26] 你是觉得说
[099:27] 你在整个的店铺里边
[099:29] 你可能有一些商品
[099:30] 你就本身就不想打广告的
[099:31] 那你担心
[099:32] 因为有些产品
[099:33] 可能是你利润比较薄
[099:35] 那么如果一旦打了广告之后
[099:36] 反而可能会带来一个
[099:38] 负利润的情况下的话
[099:39] 你是可以做排除的
[099:41] 所以自动合集是可以排除
[099:42] 你不想要去加入到
[099:43] 这样一个自动的
[099:44] 被筛选的一个范围当中的
[099:46] 那这是第一个自动合集
[099:48] 那第二个手也有手动合集
[099:50] 也就是说卖家朋友们
[099:51] 你们如果说是觉得自己
[099:53] 很明确的
[099:54] 我就是希望能够
[099:56] 更精准的去控制
[099:57] 我哪些AZEN拿去打广告
[099:59] 那么你就可以用手动合集
[100:01] 那么过去的话
[100:02] 我们的品牌推广
[100:04] 商品集的话
[100:04] 是最多只能展现三个商品
[100:06] 但是现在新更新的这个形式
[100:09] 不管是自动也好
[100:10] 还是手动也好
[100:11] 我们都可以选择
[100:12] 三个集以上的商品了
[100:13] 所以说的话
[100:14] 大家就可以有更多商品
[100:15] 能够去被展现在这里
[100:17] 这个是品牌推广合集
[100:19] 在今天它的一个升级的变化
[100:22] 那当然的话
[100:23] 这样的一个功能的话
[100:24] 现在也是从三月起
[100:25] 从今年的三月起
[100:26] 开始逐步的
[100:27] 在全球各个站点陆续开放
[100:30] 美国站的卖家
[100:30] 应该现在已经能看到了
[100:32] 其他站点
[100:33] 如果还没有看到的话
[100:34] 大家也可以耐心等待一下
[100:35] 好
[100:35] 那所以说通过上面的分享的话
[100:38] 我们了解到了
[100:39] 整个在功能配饰型的这个部分
[100:42] 不管是季节性的
[100:44] 还是无季节性的
[100:45] 那广告的一个侧重点
[100:47] 以及具体的广告架构和建议是什么
[100:50] 那我们在了解完了整体的广告的
[100:54] 这样一个具体打法之后呢
[100:55] 我们进一步的来看看
[100:57] 那么头部A森的话
[100:58] 它能够保持三年以上的生命周期的话
[101:02] 我相信啊
[101:03] 它肯定不仅仅是广告打得好
[101:05] 还有非常重要的点
[101:06] 就是我们的运营要做的扎实
[101:08] 那么扎实的运营的话
[101:09] 它其实也是帮助到广告提效的
[101:12] 很重要的基石
[101:14] 所以说今天的话我也请大鹏老师呢
[101:17] 带来了非常多的关于
[101:19] 美国站服饰品类卖家
[101:21] 需要去注重的实战的
[101:23] 这些非常干货的技巧
[101:25] 那我们一起来听一下
[101:26] 大鹏老师分享的这部分的内容
[101:28] 下面呢
[101:29] 我们从店铺运营角度的话
[101:31] 来去出发一下
[101:32] 来看一下就是服饰品类
[101:34] 我们需要重点关注的
[101:36] 包括我们就是尤其是卖家化
[101:38] 后续呢
[101:39] 在店铺里面
[101:40] 我们运营动作上面的话
[101:41] 要去把它补全的一些细节点
[101:43] 那么我们刚才有提到过
[101:45] 第一个的话呢
[101:46] 主要是用细节的话
[101:47] 来去消除顾客的顾虑
[101:49] 并且呢
[101:50] 来去降低他们的一个
[101:51] 消费者的一个购买门槛
[101:53] 这里面的话
[101:54] 重点是我们
[101:55] 持续去建立优势
[101:57] 围绕的信任来去做一个动作
[102:00] 那么中间的话呢
[102:01] 我们可能会
[102:02] 运机因为上线
[102:03] 初步上线的时候呢
[102:04] 可能没有做到太多
[102:05] 这些细节的展示
[102:06] 或者说细节的优化
[102:07] 那我们随着细节逐渐优化之后
[102:10] 我们的转发率
[102:10] 肯定也会有所拉升
[102:12] 那么再往后期走的话呢
[102:13] 我们是要去激活一下
[102:15] 老顾客的复购
[102:16] 那么下面的话
[102:17] 我们来看一下
[102:17] 要点一里边
[102:19] 就是消除顾客一律里边
[102:20] 我们应该去做哪些动作
[102:23] 那么其实我们首先
[102:24] 在亚马逊店铺后台的话
[102:26] 有一个亚马逊
[102:28] 持马工具表
[102:29] 那这个工具表的话
[102:30] 在我们俩的后台目录里面
[102:32] 左上角点开导航框里面
[102:33] 有个添加持马表
[102:34] 这个持马表的话
[102:35] 我们添加上去之后
[102:36] 需要大家去确定一下
[102:38] 因为国外的一个
[102:39] 就是顾客的收入人群的一个
[102:42] 就是持马的话
[102:44] 可能跟我们国内的话
[102:45] 持马会有一些差距啊
[102:46] 所以呢
[102:46] 我们一定要确保
[102:48] 我们信息准确无误
[102:49] 这样的话
[102:50] 他们再去核对自己的一个
[102:51] 持马里面的话
[102:52] 也是能够仔细的
[102:53] 一一去做完对应
[102:55] 买回去之后的话
[102:56] 也会能够降低
[102:57] 因为就是持马不符合的
[102:59] 一个退活率
[103:00] 说实话第二个呢
[103:01] 就是我们可以回到这A家里边
[103:03] 尤其是你可以去再添加
[103:05] 一些这种大图文
[103:06] 一些描述来去交给顾客
[103:08] 如何测量三维的一个方法
[103:11] 这里面的话
[103:12] 可以配上图文的一个说明
[103:13] 当然的话
[103:14] 有视频的话
[103:14] 也可以用视频的话
[103:15] 来去做一个展示
[103:16] 那么在这个里边的话
[103:18] 我还是建议大家呢
[103:20] 结合你的顾客收入人群
[103:22] 来去做一个
[103:23] 就是模特的一个展示
[103:25] 模特的一个展示
[103:26] 比如说我所定位的收入顾客的话
[103:29] 比如说多是这种
[103:30] 比较偏胖
[103:32] 体型偏胖的
[103:33] 这些顾客的收入人群
[103:35] 那么我在用模特里边
[103:36] 为了增加他们的一个新人感的话
[103:38] 我用的模特肯定是跟他们人群相等合的
[103:41] 以这种创模特会最多
[103:42] 那么在这个建立技术新人里面的话呢
[103:45] 其实善用视频和视觉工具的话
[103:48] 也是能够帮助我们卖家的话
[103:50] 向顾客去传递这种更多的这种细节
[103:53] 包括产品的信息的
[103:55] 但是的话现在里面我们也不难发现呢
[103:57] 是有这种AI创意的一个工具在里面的
[104:01] 当然的话这个AI创意的这个工具的话呢
[104:05] 我们也可以请主演老师的话
[104:06] 来详细给我们去介绍一下
[104:08] 它的一个用法
[104:09] 好的呀
[104:10] 行
[104:10] 在这里的话就是非常推荐
[104:12] 麦呀朋友们可以尝试使用一下
[104:14] 亚马逊广告AI创意解决方案的
[104:16] 创意智能体
[104:16] 那这个创意智能体的话
[104:18] 它是一个第一个
[104:19] 首先它是免费的
[104:20] 给到所有麦呀可以使用的
[104:21] 不管你是新卖家
[104:22] 还是进阶卖家
[104:23] 那这个工具的话
[104:24] 它都是能够
[104:25] 就是可以适配于多种不同需求的卖家
[104:28] 以及不同类型的卖家
[104:29] 那第一个是这点
[104:30] 第二个的话就是
[104:31] 我们这个创意智能体的话
[104:33] 它生成的创意的话
[104:34] 它其实可以用在
[104:35] 自己的广告的投放当中
[104:37] 也可以用在你的商品详情
[104:38] 所以它所适用的场景也非常的多
[104:40] 那这个形式的话
[104:42] 它主要是以这种聊天的方式
[104:44] 来去帮你去实现
[104:46] 一步一步的去实现
[104:47] 你希望去打造的这些
[104:49] 与你AZEN和产品相关的
[104:51] 这种介绍性的视频
[104:53] 那么这个视频当中的话
[104:54] 它也会给你提供非常多的
[104:56] 第一个创意构思
[104:57] 也好还是说帮你去做
[104:59] 多场景的视频
[105:00] 以及帮你去做一些
[105:03] 过滤的效果
[105:04] 镜头角度
[105:05] 节奏等等的
[105:06] 这种创意的控制
[105:07] 它都是能够去实现的
[105:09] 那当然如果说
[105:11] 视频对于大家来讲
[105:12] 是比较困难的
[105:13] 那这个创意智能体的话
[105:15] 它还可以帮大家去做
[105:16] 图片生成
[105:17] 包括还有音频生成
[105:18] 所以这个部分的话
[105:19] 是可以就是
[105:20] 它的适配性是非常强的
[105:22] 并且的话
[105:22] 它的生产效率的话
[105:23] 也很高
[105:24] 它是无限次的
[105:25] 去可以生成
[105:26] 你希望生成的这些创意素材
[105:29] 所以大家如果说
[105:30] 对于AI工具
[105:32] 或者是对于视觉上
[105:34] 有困难的卖家
[105:35] 那么我们可以尝试
[105:36] 使用一下亚马逊广告
[105:38] 给大家提供的
[105:38] 创意智能体
[105:39] 来帮大家去做
[105:40] 这种相关的
[105:41] 创意素材的生成
[105:43] 其实亚马逊广告
[105:44] 提供的这种
[105:45] AI的创意智能体
[105:47] 它相对于
[105:48] 其他的AI体的话
[105:50] 它其实有一个
[105:51] 很大的一个优势所在
[105:52] 就是它懂你的A-SEN
[105:54] 就是它是真真正正的
[105:55] 是基于你A-SEN
[105:56] 本身的一些信息
[105:57] 来帮你去做生成的
[105:59] 所以我觉得这个是
[106:00] 除了说它本身
[106:01] 第一个
[106:02] 不管是适配于
[106:03] 多种不同的
[106:04] 投放形式
[106:05] 广告
[106:06] 然后不同的卖家
[106:07] 都可以用
[106:08] 然后无限次生成
[106:09] 免费之外
[106:10] 我觉得这些都是它的优点
[106:11] 但是我觉得
[106:11] 它是一个非常重要的优点
[106:13] 是不能忽略的点
[106:14] 就在于说
[106:16] 亚马逊的这个
[106:17] 创意智能体的话
[106:18] 它是可以去学习
[106:19] 你A-SEN本身的
[106:20] 很多信息
[106:20] 来帮你去做
[106:21] 你想要去做的
[106:22] 这种视觉的工具
[106:24] 视觉的这种素材
[106:25] 所以这个是
[106:26] 我想今天
[106:27] 就是特别想跟大家讲到
[106:28] 就如果说
[106:29] 今天我们要用细节
[106:30] 去消除顾虑
[106:31] 那么视觉
[106:33] 是一个不可或缺的一点
[106:35] 那视觉上
[106:36] 也有对应的工具
[106:37] 可以帮大家去解决
[106:38] 高效的去解决
[106:40] 你们现在目前
[106:41] 可能遇到的一些
[106:42] 不能自己生成
[106:43] 或者是高成的
[106:44] 生成的这样一些问题
[106:45] 其实我是也非常
[106:47] 认可陈远老师说的这个点
[106:49] 就是因为我们卖家
[106:50] 它可能在平常
[106:51] 比如说运营过程中
[106:52] 可能会接触到
[106:54] 很多的一些AI工具
[106:55] 因为现在AI的话
[106:56] 都比较发达
[106:56] 但是亚马逊后台
[106:58] 给我们俩提供
[106:59] 出来这种AI的话
[106:59] 其实亚马逊平台
[107:01] 它已经是经过
[107:02] 调校好的AI了
[107:03] 不需要我们再去训练
[107:04] 比如说这种模型
[107:05] 所以的话
[107:05] 我们直接把我们的
[107:06] A-SEN的话
[107:07] 包括我们想要的
[107:08] 一些使用场景
[107:09] 你跟AI的话
[107:11] 去做一些对话
[107:12] 它会引导你
[107:13] 生成出来这种
[107:14] 优质的视频
[107:14] 我觉得这个的话
[107:15] 也确实是能够
[107:16] 像球员老师刚才说到的
[107:18] 能够帮助顾客的话
[107:19] 打消顾客
[107:20] 他们在购买钱的一个顾虑
[107:22] 那么接下来
[107:23] 我们来往下方看
[107:24] 第二个点呢
[107:25] 就是在这里面
[107:26] 我们来看一下
[107:27] 建立极端性的
[107:28] 一个Litian接待机制
[107:30] 那么我们的Litian
[107:31] 肯定是需要
[107:32] 逐渐去做些优化的
[107:34] 就像刚才跟他说到的
[107:35] 初期我们链接的话
[107:36] 在上线前的话
[107:37] 可能确实有些点
[107:39] 我们没有优化到位
[107:40] 但是呢
[107:40] 随着数据逐渐积累
[107:42] 数据的话
[107:43] 指向性指标
[107:44] 越来越明确之后
[107:45] 我们就可以去做出
[107:47] 一些Litian的完善
[107:48] 那比如说新品期的话呢
[107:50] 我们先要去确保一下
[107:51] 我们的一个基础信息完整
[107:53] 因为YMX的话
[107:54] 在24年的话
[107:55] 公布出来一个
[107:55] Litian的完整度的打分表
[107:57] 相信那个打分表的话呢
[107:58] 大家也有见到过啊
[108:00] 现在那个打分表的话
[108:01] 依然在沿用
[108:02] 比如说
[108:03] 有这个完整的标题
[108:05] 还有呢
[108:05] 有主属说放的功能
[108:07] 以及呢
[108:07] 比如说
[108:08] 这个有A加呀
[108:10] 等等这些信息
[108:11] 我们先要去保
[108:12] Litian的完整度是OK的
[108:14] 你这样的话呢
[108:15] 顾客他再去看我们链接的时候呢
[108:16] 才能够
[108:17] 短时间内快速去找到
[108:19] 他想要去抓取的信息
[108:21] 那么在成长期里边呢
[108:22] 我们可以根据高频
[108:24] 这些词和做词
[108:25] 来去优化我们的标题和卖点
[108:27] 在其实运营过程中的话
[108:29] 有些卖打伙伴们
[108:30] 可能会有个疑问说
[108:31] 我怎么投了一段时间之后
[108:34] 我再去搜索一些词
[108:35] 为什么我看
