[000:00] 然后我们现在目前我看大家都已经陆陆续续上线了
[024:35] 有什么样的一些启发和指引
[024:38] 对好
[024:40] 谢谢志杨老师的
[024:41] 又胡说一遍
[024:43] 然后从大盘数据的一些洞察呢
[024:45] 也能够让我们知道
[024:46] 就是从这些消费者具体的差异需求
[024:51] 能够找到广告的一个关键锚点
[024:54] 好
[024:55] 就是在理解了
[024:57] 我们就是在理解了
[024:58] 季节性服饰和普通产品不一样之后
[025:01] 那运营上面最重要的呢
[025:03] 就不只是知道它的特殊性
[025:05] 还要知道它的广告重点
[025:08] 应该到底落在哪里
[025:09] 那这里产品消费者
[025:11] 它不是像很多那种通用产品一样
[025:13] 先看参数价格和评价
[025:15] 它更在意的是什么呢
[025:18] 其实就是这个衣服穿上穿在身上
[025:21] 显不显身材
[025:22] 款式呢
[025:23] 和颜色是不是它喜欢的
[025:26] 然后是不是适合某个场景
[025:29] 图片和实物会不会差很多
[025:32] 那这一点呢
[025:34] 就是从季节性服饰我们来看
[025:36] 这种具体的差异点
[025:38] 我们可以从亚马逊后台
[025:41] 过去六个月的买杂评论里面
[025:43] 也可以看到
[025:44] 就是美国消费者
[025:46] 它对于季节性服饰
[025:48] 其实最在意的
[025:49] 也就是可以总结为三件事
[025:53] 第一个呢
[025:53] 就是说与贴身的
[025:55] 与我们之前说贴身的衣物相关
[025:58] 就是贴身的衣物相比
[026:00] 穿着是不是很舒服
[026:03] 在这个点不同
[026:04] 季节性的
[026:05] 它是外穿
[026:06] 外穿
[026:07] 就是穿在外面的衣服
[026:09] 这种消费者
[026:10] 它不仅要求尺码是合身的
[026:12] 然后它更在意穿在身上
[026:14] 是不是显得好看
[026:16] 然后第二个点呢
[026:18] 就是季节性服饰
[026:20] 它就像是那种被看见的那种品类
[026:25] 消费者是在特定的季节和场合
[026:28] 穿着
[026:28] 所以对于款式的设计
[026:30] 还有它颜色的关注度
[026:32] 就明显比一般的服饰类
[026:35] 要更强一些
[026:37] 但是呢
[026:38] 舒适度还是对于美国消费者来说
[026:41] 还是比较重要的
[026:43] 就是我们消费者
[026:45] 就是我们可以从自身的角度去理解
[026:48] 其实好看和舒服
[026:49] 就是这个双重需求
[026:51] 它并不矛盾
[026:52] 第三点呢
[026:53] 就是季节性服饰产品
[026:56] 它在线上购物的时候
[026:58] 因为只能高度的依赖这种图片
[027:00] 视觉做决策
[027:01] 所以说你这个实物
[027:03] 它收到收到货的时候
[027:05] 跟你在listing上面
[027:08] 那个图片和视频
[027:09] 是不是能够保持一致
[027:11] 是非常重要的
[027:12] 如果说实物符合预期
[027:14] 而且质量又过硬
[027:15] 那就能够驱动好评和复购
[027:18] 那如果反之呢
[027:20] 就会引来差评和退货
[027:22] 所以说这个
[027:23] 就是官方的总结
[027:26] 跟我们实战的总结
[027:27] 内容也是差不多的
[027:29] 所以这类产品的广告重点
[027:31] 它不是说先把流量给做大
[027:33] 而是先用图片
[027:35] 视频和关键词
[027:36] 就尽可能的把
[027:38] 把那个
[027:39] 这个衣服穿在消费者身上
[027:42] 是什么样子
[027:43] 这个事情给他讲清楚
[027:45] 然后去筛选合适的人群
[027:47] 然后这个点
[027:48] 也是我后来才明白的
[027:49] 第一次做广告
[027:51] 做那个广告
[027:52] 那个联域群的采坑问题
[027:54] 就是
[027:55] 就是因为
[027:56] 就是想尽可能多的
[027:58] 拿流量
[027:59] 就这个思路是不对的
[028:00] 应该先建立上升
[028:02] 就是对于消费者来说
[028:04] 先给他建立上升的想象
[028:05] 和场景的确认
[028:07] 就让他看到了
[028:08] 我就想要那种感觉
[028:10] 好
[028:12] 我们继续来看
[028:13] 对于
[028:14] 周期性产品来说
[028:17] 他这个跟季节性服势
[028:19] 又有什么区别
[028:20] 如果说
[028:21] 那个季节性的服饰
[028:23] 它是在回答哪家
[028:25] 那个到了时间节点
[028:26] 他穿的对不对
[028:27] 那季节性服饰呢
[028:29] 他就会
[028:30] 他就不是这种
[028:31] 穿的对的逻辑
[028:32] 而是要完成
[028:34] 某一项任务的逻辑
[028:35] 比如说
[028:37] 这个
[028:37] 我们可以
[028:38] 可以以万圣节
[028:40] 这个节点
[028:41] 那种
[028:42] 具体
[028:42] 具体找一个服饰
[028:44] 就是像女巫的扮演服
[028:46] 像用户买这种服饰呢
[028:48] 他是想
[028:49] 到了这个点
[028:50] 就是
[028:50] 他能不能有一套
[028:52] 就直接拿来用的方案
[028:54] 所以
[028:54] 周期性服饰
[028:56] 他的广告谋点呢
[028:57] 主要是这样的三个点
[028:58] 第一个呢
[028:59] 是
[028:59] 他特别是
[029:00] 吃这个时间节点的
[029:02] 他不像
[029:04] 那个季节性的产品
[029:05] 很多时候
[029:06] 就是因为
[029:07] 这个款式好看
[029:08] 所以我现在想买
[029:09] 那周期性的产品
[029:11] 就是
[029:11] 用户本来就有需求
[029:13] 但是会等到
[029:14] 这个节点
[029:15] 觉得价格合适了
[029:17] 在集中的下单
[029:18] 所以他能不能转化
[029:19] 很多时候先试看
[029:21] 这个时候值不值
[029:22] 性价比是很重要的
[029:25] 那第二个点呢
[029:26] 质量和耐用性
[029:27] 就决定了这个产品
[029:29] 能不能撑过
[029:30] 多个销售周期
[029:32] 什么意思呢
[029:33] 就是说
[029:33] 不是说这第一次卖完
[029:35] 就结束了
[029:36] 而是这一轮
[029:37] 积累下来的评价呀
[029:39] 用户信任呀
[029:40] 还有评分
[029:41] 都会影响下一轮的
[029:43] 下一轮消费者的信心
[029:46] 就像SWY的PATS
[029:48] 那用户呢
[029:49] 可能会在于
[029:50] 他洗了多次之后
[029:51] 品质还行不行
[029:52] 像这种
[029:54] 女巫的
[029:55] 女巫的这种服饰
[029:57] 那用户就会在意
[029:59] 迷你还能不能再穿
[030:01] 如果说
[030:01] 它的质量特别差
[030:02] 它肯定还是
[030:03] 会给差品的
[030:04] 所以这类产品
[030:06] 他想跨周期跑得顺
[030:07] 前面的好评积累
[030:09] 也是特别重要
[030:10] 第三点呢
[030:12] 就是周期性的产品
[030:13] 他更看买回来
[030:14] 到底好不好用
[030:16] 像穿脱呀
[030:17] 麻不麻烦
[030:18] 好不好搭配
[030:19] 如果说你能够给他
[030:20] 一整套的搭配方案
[030:22] 这样的话
[030:23] 就会更容易促进下单
[030:24] 好
[030:26] 好的
[030:28] 非常感谢二秒老师
[030:30] 刚刚的一个分享
[030:31] 那我相信通过刚刚的分享的话
[030:32] 大家应该是有对于
[030:34] 服饰品类的
[030:36] 积极性的产品呢
[030:37] 它下面分了两个类型
[030:38] 以及这两个类型
[030:39] 它到底广告的
[030:41] 关键的点是在什么位置的话
[030:42] 我们大家应该
[030:43] 表清楚了
[030:45] 那么我们都知道
[030:45] 就刚刚有通过分享
[030:47] 通过知道说
[030:47] 这些产品的话
[030:48] 它主要是靠世界的吸引力
[030:50] 以及所见即所得
[030:51] 来去进行一个
[030:53] 我们的一个关键的一个运营点
[030:54] 那周期性的产品的话
[030:56] 刚刚有分享到
[030:57] 我们会发现说
[030:57] 通过消费者的一个实际的需求呢
[030:59] 它其实背后呢
[031:00] 主要是我们要去要去
[031:02] 第一个通过质量的体验
[031:04] 好的质量体验
[031:05] 以及好的促销
[031:06] 来去做这样一个整体的一个驱动
[031:09] 那么这两个差异的话
[031:10] 其实是会贯穿
[031:11] 接下来我们要去讲到的所有的广告策略
[031:14] 那么在我们进一步的去落到下一个章节
[031:17] 去跟大家去具体分享广告策略之前的话
[031:19] 让我们先来看看
[031:21] 就是现在在直播间当中
[031:22] 大家的一个提问
[031:23] 还有就是我们对于
[031:25] 这类型的这个课程
[031:27] 如果大家对这个课程
[031:28] 想去看之前的一些回放的话
[031:30] 我们可以把这个二维码
[031:31] 去做一个截图扫码
[031:33] 我们所有的这个课程
[031:34] 之前的一些直播也好
[031:35] 包括课程PPT也好
[031:37] 都会在这个专题页面的话
[031:38] 会逐步的上线
[031:39] 所以大家如果对于这个课程是感兴趣的
[031:42] 可以把这一页做一个截图
[031:44] 然后另外的话
[031:45] 我们也看到视频号
[031:46] 这边有一个提问
[031:47] 也是想问问二缅老师
[031:49] 这位卖家老师
[031:50] 这位卖家呢
[031:51] 他有提到说
[031:52] 断货15天重启广告
[031:53] 要不要立即加价
[031:55] 那么在你这边的一个实战的
[031:57] 一个分析的经验当中的话
[031:58] 你会觉得说
[031:59] 像这个型的产品的话
[032:00] 如果说断货15天
[032:02] 他重新上架了之后的话
[032:03] 对于广告重启之后
[032:05] 是否需要去做立即加价呢
[032:07] 在你看来
[032:07] 他这个净价
[032:10] 就不要加的太多
[032:12] 就是可以先
[032:13] 就是我们的这个净价的
[032:15] 加价逻辑
[032:15] 就是从低到高
[032:17] 就是你从
[032:18] 就是从低到高很容易
[032:21] 但是如果说你
[032:22] 从高到低就比较困难
[032:24] 其实跟那种价格
[032:26] 是价格的提升
[032:28] 逻辑是一样的
[032:30] 所以我们可以慢慢的
[032:31] 不要加的太多
[032:32] 就是慢慢的去试
[032:33] 如果说你这个净价
[032:35] 开始给的
[032:37] 它效果不好
[032:37] 那就慢慢的往上提
[032:38] 不要一下子
[032:39] 给它加了太高
[032:40] 对
[032:41] 我也是有同样的一个
[032:43] 就是建议啊
[032:45] 就是如果说你一下
[032:46] 加的太高
[032:46] 有可能你整个的广告
[032:48] 就跑飞了
[032:49] 就我们经常卖家
[032:50] 都会说广告跑飞了
[032:51] 其实你刚刚去断货了之后
[032:53] 你回来之后的话
[032:54] 你多多少少你的
[032:55] 这个listing本身
[032:56] 它一些数据是会受影响的
[032:58] 所以说在这个时候
[032:59] 你先把广告重启
[033:00] 这是第一个正确的动作
[033:01] 但同时第二个的话
[033:02] 你可以先用之前的
[033:03] 这样一个净价
[033:05] 略高于之前的净价
[033:06] 适当加价呢
[033:07] 去跑一跑
[033:08] 那如果在这个
[033:09] 跑的过程当中的话
[033:10] 你可以去逐渐的
[033:11] 去上探和下探
[033:12] 你的一个出价的一个空间
[033:14] 而不是说
[033:14] 我们要去做一个
[033:15] 立即某加价的一个操作
[033:18] 好的
[033:18] 那我们接下来的话
[033:20] 就看看
[033:21] 没有大家
[033:22] 大家应该没有其他的
[033:23] 我看其他的问题的话
[033:24] 我应该都有去打字回复了
[033:26] 那我们就继续往下来分享啊
[033:28] 就那接下来的话
[033:29] 我们就要进入到今天的一个
[033:30] 很重要的核心部分了
[033:31] 让我们一起来去通过一些
[033:33] 拆解真实的案例
[033:34] 带着AZEN生命周期
[033:36] 他给到我们的一些
[033:37] 数据的指引
[033:38] 来去看看
[033:39] 刚才我们讲到的
[033:40] 关于这些型的产品
[033:42] 它是分为两个类型的
[033:43] 那这两个类型的产品
[033:44] 它到底怎么样可以去
[033:46] 更好的抓住
[033:47] 忘记的窗口期
[033:48] 来去帮我们达到最大的转化呢
[033:50] 但是的话
[033:51] 在这个部分开始之前啊
[033:53] 我也是想请二面老师分享一下
[033:55] 因为在之前跟
[033:56] 线下跟老师在聊的时候呢
[033:58] 我们会发现说
[033:59] 对于这类型的产品而言
[034:01] 我们要去做广告之前
[034:03] 其实还有一步
[034:04] 是需要大家去做好的一些
[034:05] 前提的一个准备条件
[034:08] 所以我也想请二面老师呢
[034:09] 把之前他在跟我讲到了
[034:11] 这样一些前面准备的必要的条件呢
[034:13] 也想跟大家去做一个分享
[034:15] 那接下来我把话筒交给二面老师
[034:17] 来听听看说
[034:18] 如果我们去做好
[034:19] 这类型产品的广告投放
[034:21] 那么在广告投放前
[034:22] 我们到底应该要做好
[034:24] 哪些准备
[034:24] 好的 这样老师
[034:27] 那在说这个前提之前呢
[034:29] 我继续把前面那个
[034:31] 踩空故事给他讲完
[034:32] 好
[034:33] 就是先讲一下
[034:35] 那个踩空故事的后续
[034:36] 第二年是怎么做的
[034:38] 然后回到那个
[034:39] 那个那个案例
[034:41] 第二年是怎么做的呢
[034:43] 就是第一年的时候
[034:44] 我不是想的
[034:45] 怎么多拿入口
[034:46] 然后第二年我就想的是
[034:48] 那去年
[034:49] 就是因为去年也真正稳定
[034:52] 有一定转化
[034:53] 也出来了一些词
[034:54] 它到底是哪一类词
[034:56] 哪一类场景和哪一类人群
[034:58] 那我们又做了一些汇总和分析
[035:01] 然后这里还有一个要注意的点
[035:03] 就是不是说一个词
[035:04] 它偶尔出过一单
[035:05] 就把它当成好词
[035:06] 就值得去再复用
[035:09] 因为点击量很少的时候
[035:10] 所以记性太大了
[035:11] 我们更应该看重了
[035:13] 就是当这个一个方向
[035:15] 一个词
[035:16] 它已经积累了足够多的点击
[035:18] 比如说上百次点击
[035:19] 然后还能稳定出单
[035:21] 才能说明它不是偶然的
[035:23] 而是这条裙子的真实购买理由
[035:25] 然后当时呢
[035:26] 就顺着那些有点击的词往回看
[035:29] 就是还是我们对它的人群
[035:32] 理解太泛了
[035:33] 当时可能只会说一句
