[000:00] 好 我看现在逐步有卖家朋友们已经进入到直播间了
[000:20] 那首先第一个也是非常感谢大家在今天下午的时间能够抽出两个小时
[025:33] 这是顾客的他们所会重点考虑的第三点
[025:36] 那么我们在去做这种产品的时候呢
[025:40] 后来说到过广告里面我们需要去建立信任
[025:44] 那么这个信任的话由何建立呢
[025:45] 因为我们毕竟的话做的还是这种
[025:48] 线上的一个生意
[025:49] 顾客的话
[025:50] 他并不能够像这种线下十几遍一样
[025:52] 真实的比如说是穿衣服
[025:54] 或者说接触到我们面料
[025:55] 所以第一个的话呢
[025:57] 我们就得尽可能在顾客购买钱
[026:00] 用更多我们通过比如说亚马逊后台呢
[026:04] 给我们提供出来的这种一些科技上功能
[026:07] 比如说高级A家里边的这种视频
[026:10] 还有呢
[026:11] 详细的一个持发表
[026:12] 这种的话
[026:13] 帮助顾客打消对于产品前期的一个移率
[026:17] 建立信任感
[026:18] 同时的话呢
[026:19] 我们也可以在视觉上面做视觉升级和改进
[026:21] 你比如说举个例子
[026:23] 我讲说
[026:25] 
[026:25] 卖的这个西服
[026:27] 偏重的偏胖一些顾客的人群的话
[026:30] 也能够去进行一个比如说穿搭完美的适配
[026:33] 那所以我在视觉里面的话体现这种模特的话
[026:36] 我可能会用到一些比如说这种体型偏胖一些模特
[026:40] 就是跟顾客实际的画像的话呢
[026:42] 最好越接近这样的越容易建立信任感
[026:45] 同时呢
[026:47] 顾客他在购买后
[026:48] 我们就得考虑一下
[026:50] 到底我们的一个产品品质
[026:53] 最终呢
[026:54] 顾客他会不会考虑真实的留下来
[026:57] 留存起来并且使用它
[026:58] 因为我们在跟顾客呢
[027:01] 其实建立购买之前的话
[027:03] 他们都是属于一个亚马逊平台上面的一个算是访客
[027:09] 但是呢
[027:10] 如果他们买了我们的产品并且留下来
[027:13] 这才是我们真正的一个用户
[027:15] 当真正的用户留下来之后
[027:17] 他们就会给我们的产品呢
[027:19] 打上这种review
[027:20] 也就是留下这个评价
[027:21] 那么后续的一些新顾客呢
[027:24] 如果能够看到
[027:25] 比如说之前呢
[027:26] 这位顾客呢
[027:27] 假如说又有了这种的一些图片呀
[027:29] 包括这个视频的这种的评论
[027:31] 那么其实更加能够建立信任感
[027:33] 因为新顾客的话
[027:35] 看到之前呢
[027:36] 有的一些顾客的话
[027:37] 跟他的体型比较比较接近
[027:39] 那么并且也有这种图片展示出来
[027:41] 那么其实这个信任感的话呢
[027:43] 将会建立的更加完善
[027:45] 这是我的一个看法
[027:47] 是的
[027:48] 所以我们在之前的话
[027:50] 也一直在聊说
[027:51] 关于长生命周期的产品
[027:53] 服饰品类的
[027:54] 它这个品类的话
[027:55] 如果你是做服饰品的长生命周期
[027:57] 你就得需要有一个可以去高制控
[028:00] 且稳定的供应链
[028:01] 因为我们做的是一个长跑生意
[028:03] 我们是长跑运动员
[028:05] 我们做的是一个长期的生意
[028:06] 所以持续稳定的品质表现的话
[028:08] 确实是可以帮助我们
[028:09] 在这个整个长生命周期当中呢
[028:12] 可以持续累积review
[028:13] 跟这个整体消费者的一个信任资产
[028:17] 那这个信任资产的话
[028:18] 也是可以帮我们去做更好的一些新客转化
[028:20] 以及在一个长久的生意上的话
[028:23] 可以在未来给我们带来更多的
[028:25] 不管是自然订单也好
[028:26] 还是更多的这样一个增长空间
[028:29] 那我相信可能在这个过程当中的话
[028:31] 是一个非常重要的点
[028:32] 重要的点
[028:33] 
[028:33] 那我们已经了解了
[028:35] 已知功能基础型
[028:36] 它的一个广告运的关键锚点是建立信任
[028:39] 那我想问一下大宏老师
[028:41] 刚才我们又聊到
[028:42] 在长生命周期的服饰产品下面的话
[028:44] 还有还有一个分支叫做功能配饰型
[028:47] 那功能配饰型的广告运营锚点又是什么呢
[028:51] 功能配饰型的话呢
[028:52] 其实我们可以去思考一下
[028:54] 从产品本身的一个特点来看的话呢
[028:56] 刚才也说过
[028:57] 一个是功能配饰型的话
[028:59] 顾客他比较在意自己的一个主办感受
[029:02] 也就是他会考虑到
[029:03] 比如我去购买这种产品的话
[029:06] 它是否是属于我自己喜欢的风格
[029:08] 也就比如说
[029:09] 举到刚才咱们说到的那个
[029:11] 风格太阳眼镜
[029:13] 太阳眼镜的话呢
[029:14] 它基础这个功能的话
[029:16] 是满足顾客的一个遮阳的需求
[029:19] 但是呢实际的话
[029:21] 顾客最终呢
[029:22] 能够让他实现一个最终转化的话
[029:25] 更加在意的点
[029:26] 还是这种产品的款式
[029:28] 是不是顾客他所真是喜爱的
[029:30] 所以在这个里面的话呢
[029:32] 转化的一个锚点的话
[029:33] 我们就是需要考虑到这个
[029:35] 及时性的一个问题了
[029:38] 嗯嗯好的
[029:39] 这里正好也可以看到有一个视频号的提问
[029:42] 问到消费者差异到底该从哪些维度去拆解
[029:46] 那从我们的课程当中的话
[029:48] 其实我们给到了大家一个建议啊
[029:50] 就是大家可以看一下在我们的右侧
[029:52] 左侧的这个图和右侧的这样一个分析的话
[029:55] 其实是就是来自于亚马逊卖家后台
[029:58] 啊洞察
[029:59] 这个商机探测器当中的洞察与趋势当中
[030:02] 可以得到的一些啊
[030:03] 这样一些买家买家的评价
[030:06] 那这个评价的话
[030:07] 其实我们也是把这些所有买家评价呢
[030:08] 巴拉出来了之后啊
[030:10] 通过啊
[030:11] 我们现在大家都会用AI工具
[030:13] 其实AI可以很好的帮大家去总结出来
[030:15] 你所在的细分类目
[030:17] 到底消费者的需求是什么
[030:19] 那我相信从这个从这个角度去分析消费者的需求
[030:23] 可能是我们最接近当地市场最真实情况的一个办法
[030:27] 当然如果有其他的办法的话
[030:28] 也欢迎各位卖家朋友们可以在我们的聊天框当中补充
[030:31] 好
[030:33] 
[030:33] 非常感谢大朋友老师的分享啊
[030:35] 那通过刚才的分享的话
[030:37] 我相信大家朋友们知道了
[030:39] 
[030:39] 亚马逊
[030:41] 美国服饰品内下
[030:43] 
[030:43] 我们是分为两个核心的方向的类型的
[030:45] 第一个叫做功能基础
[030:47] 第二个叫做功能配饰型
[030:49] 那么也理解了两种不同的产品
[030:51] 背后的消费者需求
[030:53] 以及购买行为的差异
[030:55] 通过这些差异呢
[030:57] 进而找到了广告和运营的关键锚点
[031:00] 但是这个只是一个锚点
[031:02] 只是个方向大朋友老师
[031:03] 我们怎么把这个锚点真真切切的落实到
[031:07] 我们卖家朋友们可以切切实实去学习和用起来的广告打法和架构
[031:12] 我相信啊
[031:13] 接在接下来的这个分享当中的话
[031:15] 是卖家朋友们一定会非常想要去听到的一部分的分享
[031:18] 所以那我们就进入到下个部分
[031:20] 然后一起来去展开看看说这两个类型的产品
[031:24] 该怎么去做好我们的广告运营
[031:27] 好
[031:28] 那我们就进入到下个部分
[031:30] 那在进入到下个部分之前的话
[031:31] 这里也插播一下
[031:33] 就如果我们要朋友们对于整个亚马逊
[031:35] 美国占服饰品类的这样一个系列课程
[031:38] 有深度感兴趣的我们要朋友们呢
[031:40] 可以把这张图截下来
[031:42] 那在这张图当中的话
[031:43] 有一个二维码
[031:44] 大家可以扫描这个二维码
[031:45] 扫了这个二维码之后呢
[031:46] 就可以进入到主题页面
[031:48] 这个主题页面的话
[031:49] 大家可以点左下角的收藏
[031:51] 未来的话
[031:52] 在你任何想要去学习的时候的话
[031:54] 都可以通过整个亚马逊广告的这个学习的小程序
[031:59] 在我的收藏当中的话
[032:00] 就可以看到我们这些所有的系列课程的内容
[032:04] 并且的话所有的课程内容的话
[032:06] 我们都会给到大家具体的这样一个图文的形式
[032:09] 大家也不用担心课件的问题
[032:11] 如果说之前没有听到的
[032:13] 想要去回听我们今天的这样一个课程的内容的
[032:17] 朋友们都可以通过这里呢
[032:18] 来去找到你想要去学习的资料
[032:20] 好
[032:21] 那我们就接着进入到下一个部分的分享
[032:24] 那么在下一个部分当中的话
[032:26] 我们重点呢
[032:27] 就是要展开去讲解
[032:28] 到底AZEN生命周期
[032:30] 跟着AZEN生命周期
[032:31] 他给我们的指引
[032:32] 可以怎么帮助我们把AZEN做成一个长期稳定的现金流
[032:37] 好
[032:38] 那我们就进入到这个部分
[032:40] 那再进入到这个部分的话
[032:41] 我们主要的话
[032:42] 我们主要的话会分为两个方向
[032:43] 还是回顾一下第一个功能基础型功能配置型
[032:46] 刚刚讲到的锚点不同
[032:48] 我们的广告投放也有不同
[032:50] 那我们就接下来看一下具体他们的不同之处在哪里
[032:53] 好
[032:54] 首先我们先来看一下左边的功能基础型
[032:58] 那么在功能基础型当中的话
[033:00] 刚才大宝老师有讲到
[033:01] 美国的消费者的话
[033:02] 他不他更多的是去解决自己本身的问题
[033:06] 他不是说去追求潮流
[033:08] 所以他整个核心的三个问题是第一合不合身
[033:11] 第二质量好不好
[033:12] 第三值不值这个价格
[033:14] 那么在整个消费决策路径当中
[033:17] 广告可以在哪些维度来帮助到卖家朋友们呢
[033:20] 第一个在初期能够通过传递专业性来吸引消费者
[033:26] 点击我们的广告进入到商品详情页
[033:28] 那第二个在商品详情页当中的话
[033:31] 通过listing
[033:32] 刚刚要讲到用足够多的信息来去消除消费者的顾虑
[033:35] 从而去促进转化
[033:37] 当然第三个刚刚有聊到
[033:39] 我们可以通过稳定的高质量高质控的这样一个公益链
[033:43] 来去持续稳定输出我们的产品
[033:46] 从而能够带来更多的用户的复购
[033:49] 以及更多新客的拓展
[033:51] 所以说在这个过程当中我们可以看到功能基础型的广告的话
[033:55] 我们刚刚有聊到他都是需要围绕着信任展开
[033:59] 但是这个围绕的信任的这个建立信任的这个方向
[034:03] 怎么变成具体的实操技巧
[034:05] 我们来听听大鹏老师的分享
[034:07] 其实我们从建立信任展开的话
[034:11] 其实可以细分到两个维度
[034:13] 因为刚才我们也有看到
[034:15] 因为同样是属于这种功能基础款的一些产品
[034:19] 但是这里面的话
[034:21] 我们从客单价来去做一个区分
[034:23] 那么高客单价的话
[034:25] 基本上顾客他在去购买的时候
[034:27] 他的一个决策周期呢
[034:29] 就购买决策周期他会比较长
[034:31] 因为他需要去反复的去多次去做一个确认
[034:35] 所以我们刚才也提到了
[034:37] 我们的一个是通过我们的视觉
[034:39] 包括我们的一些链接里面的一些描述
[034:43] 场景来去跟顾客的去建立信任
[034:47] 
[034:47] 那同时的话呢
[034:48] 我们也是需要接触这个广告来去反复多次去触达顾客
[034:52] 才能够让他们去多看到我们的链接
[034:55] 因为在我们的链接里面的话呢
[034:57] 他们如果多次看到我们的产品
[035:00] 可能第一次看到这个产品之后
[035:01] 他会有一些印象
[035:03] 那第二次看到的时候呢
[035:04] 可能会思考一下
[035:05] 哎刚才我们明看到了这个链接
[035:07] 好像有点印象之后的话
[035:09] 吸引他点击进来
[035:10] 那么他带他进来之后
[035:12] 他可能会在产品墙期面去做浏览
[035:15] 但是因为高颗单价的话
[035:18] 顾客的购买决策周期比较长
[035:20] 所以他在这个决策周期
[035:23] 由于到底要不要去购买的时候
[035:25] 他可能会去被比如说中途的某些
[035:28] 这种比如说接了电话呀等等这些的话
[035:32] 给打断
[035:33] 那么我们就需要广告的话来反复多次的
[035:35] 向顾客去做一个出达
[035:37] 增加顾客对于我们产品的信任倍数
[035:40] 那么第二个呢
[035:41] 就是如果是低颗单价的产品
[035:43] 顾客他的购买决策周期比较短
[035:46] 那这种的话呢
[035:47] 比如说以刚才我们所看到的
[035:49] 这种安全库为例
[035:53] 这种类型的产品的话呢
[035:55] 其实顾客他的一个思考决策周期的话
[035:58] 会比这种期服套装的话
[036:00] 他的决策周期要短
[036:01] 所以呢我们是需要尽可能短时间的话
[036:04] 来去快速让顾客呢实现一个冲动性的一个消费
[036:09] 那所以我们的话
[036:10] 等一下呢给大家来详细看一下下方
[036:13] 这种具体的一个广告架构类型
[036:16] 好的
[036:17] 非常感谢大鹏老师
[036:19] 
[036:19] 所以在功能基础管当中的话
[036:21] 我们通过高科单价低科单价的话
[036:23] 也进一步的去把我们这产品做了一个细分
